"Year","river_sec","prop_four_yr","prop_five_yr","prop_six_yr","prop_seven_yr"
2006,"below_pilot",0.00494522215459525,0.503994217894096,0.475159768715764,0.0159007912355447
2006,"canada",0.0127851868180315,0.480877328336824,0.495756640581946,0.0105808442631985
2007,"above_pilot",0.114773966791904,0.341049569749121,0.535005857875813,0.00917060558316164
2007,"below_pilot",0.0450300626838941,0.210694639887425,0.711142381987975,0.0331329154407062
2007,"canada",0.0106027881405851,0.27645788336933,0.643824857647752,0.0691144708423326
2008,"above_pilot",0.0761091739810028,0.667368041361068,0.240832030780329,0.0156907538776001
2008,"below_pilot",0.0435932827237175,0.575109270761445,0.348631239935588,0.0326662065792501
2008,"canada",0.00379451255107998,0.571511967308815,0.385288966725044,0.0394045534150613
2009,"above_pilot",0.163359029030671,0.199934393964245,0.624077415122191,0.0126291618828932
2009,"below_pilot",0.160887910475142,0.205650339387268,0.619886259401945,0.0135754907356448
2009,"canada",0.0773434216057167,0.332282471626734,0.590374106767549,0
2010,"above_pilot",0.13509784244857,0.521324636226794,0.304440541896638,0.039136979427998
2010,"below_pilot",0.144924429199271,0.563511630399829,0.268195948118769,0.023367992282131
2010,"canada",0.0740460899131092,0.461654703437854,0.423120513789195,0.0411786928598413
2011,"above_pilot",0.0714238737257481,0.478921407431766,0.409404801052285,0.0402499177902006
2011,"below_pilot",0.119594233849439,0.518775582843922,0.341519843388503,0.0201103399181349
2011,"canada",0.0214987714987715,0.295249795249795,0.604832104832105,0.0784193284193284
2012,"above_pilot",0.0834248079034029,0.554335894621295,0.347969264544457,0.0142700329308452
2012,"below_pilot",0.0619057680118318,0.507500528206212,0.414324952461441,0.0162687513205155
2012,"canada",0.0685314685314685,0.301165501165501,0.586013986013986,0.0442890442890443
2013,"above_pilot",0.147906976744186,0.429581395348837,0.413395348837209,0.00911627906976744
2013,"below_pilot",0.199511400651466,0.305374592833876,0.478013029315961,0.0171009771986971
2013,"canada",0.0414918414918415,0.275524475524476,0.634032634032634,0.048951048951049
2014,"above_pilot",0.332214765100671,0.466442953020134,0.201342281879195,0
2014,"below_pilot",0.154929577464789,0.429035752979415,0.399783315276273,0.0162513542795233
2014,"canada",0.0679611650485437,0.504854368932039,0.398058252427184,0.029126213592233
2015,"above_pilot",0.496493730412574,0.26405327516108,0.235898873345711,0.00355412108063482
2015,"below_pilot",0.347982108624644,0.237154937120239,0.412322201143992,0.0025407531111251
2015,"canada",0.111111111078996,0.344120819876508,0.523193096011305,0.0215749730331921
2016,"above_pilot",0.283847600594129,0.559090346379245,0.150973131458369,0.006088921568257
2016,"below_pilot",0.263337342052623,0.557385413944833,0.172120780213525,0.00715646378901901
2016,"canada",0.0915915915944284,0.650150150123544,0.25225225227509,0.00600600600693769
2017,"above_pilot",0.0734753400768178,0.540098822062067,0.383687179056859,0.00273865880425585
2017,"below_pilot",0.188825113886217,0.509423026276566,0.295037794907256,0.00671406492996103
2017,"canada",0.0431154380957381,0.464534075149473,0.481223922082662,0.011126564672126
2018,"above_pilot",0.20909744659967,0.472073927491286,0.308741759977762,0.0100868659312831
2018,"below_pilot",0.133065182657973,0.462731810947652,0.38304745236796,0.0211555540264151
2018,"canada",0.1028571428639,0.430000000071076,0.449999999920204,0.01714285714482
2019,"above_pilot",0.105070793805988,0.484210338454856,0.399860571961723,0.0108582957774335
2019,"below_pilot",0.133158981303679,0.477029794452898,0.379789932167481,0.010021292075942
2019,"canada",0.0848375451194766,0.483754512587654,0.418772563234934,0.0126353790579362
2020,"above_pilot",0.109758245375299,0.465967862114215,0.391491570089944,0.0327823224205421
2020,"below_pilot",0.139558231247656,0.427391883676201,0.408879590970444,0.0241702941056999
2020,"canada",0.0538641686113294,0.384074941399855,0.529274004747597,0.0327868852412188
2021,"above_pilot",0.0242833057788856,0.491002284501268,0.447907550491829,0.0368068592280169
2021,"below_pilot",0.0419975886786668,0.455784574738424,0.455401508015362,0.0468163285675473
2021,"canada",0.0214067278313945,0.452599388263397,0.486238532219734,0.039755351685475
2022,"above_pilot",0.131579952045797,0.457154741579553,0.382768821822722,0.0284964845519281
2022,"below_pilot",0.231933726749598,0.356172506225091,0.350443513492229,0.0614502535330819
2022,"canada",0.0583333333333333,0.416666666666667,0.483333333333333,0.0416666666666667
